show_id,show_date_iso,venue_slug,year,era_label,has_special,perf_count,openers,closers,longest_jam_song,longest_jam_sec
1991-11-09_variety-playhouse,1991-11-09,variety-playhouse,1991,1.0 (1983–2000),0,25,the curtain; runaway jim,sweet adeline; tweezer reprise; possum,you enjoy myself,1003.311
1991-11-10_music-farm,1991-11-10,music-farm,1991,1.0 (1983–2000),0,27,golgi apparatus; chalk dust torture,cavern; llama,you enjoy myself,1024.5254799999989
1991-11-12_the-georgia-theatre,1991-11-12,the-georgia-theatre,1991,1.0 (1983–2000),0,30,buried alive; golgi apparatus,llama; run like an antelope; memories,harry hood,681.587
1991-11-13_love-auditorium-davidson-college,1991-11-13,love-auditorium-davidson-college,1991,1.0 (1983–2000),0,25,the landlady; runaway jim,you enjoy myself; possum; sweet adeline,i didn t know,1024.5254799999989
1991-11-14_cat-s-cradle,1991-11-14,cat-s-cradle,1991,1.0 (1983–2000),0,27,wilson; uncle pen,runaway jim; tweezer reprise; you enjoy myself,you enjoy myself,952.66
1991-11-15_trax,1991-11-15,trax,1991,1.0 (1983–2000),0,30,chalk dust torture; sparkle,golgi apparatus; possum; suzy greenberg,divided sky,745.195
1991-11-16_the-bayou,1991-11-16,the-bayou,1991,1.0 (1983–2000),0,24,the landlady; uncle pen,cavern; llama; rocky top,you enjoy myself,1024.5254799999989
1991-11-19_the-sting,1991-11-19,the-sting,1991,1.0 (1983–2000),0,26,uncle pen; foam,divided sky; david bowie; rocky top,dinner and a movie,962.586
1991-11-20_campus-club,1991-11-20,campus-club,1991,1.0 (1983–2000),0,23,buried alive; possum,you enjoy myself; cavern; brother,you enjoy myself,1024.5254799999989
1991-11-21_somerville-theatre,1991-11-21,somerville-theatre,1991,1.0 (1983–2000),0,25,chalk dust torture; bouncing around the room,weekapaug groove; runaway jim; golgi apparatus,harry hood,846.916
1991-11-22_sullivan-gymnasium-university-of-southern-maine,1991-11-22,sullivan-gymnasium-university-of-southern-maine,1991,1.0 (1983–2000),0,23,possum; cavern,rocky top; you enjoy myself; suzy greenberg,you enjoy myself,1024.5254799999989
1991-11-23_alumni-hall,1991-11-23,alumni-hall,1991,1.0 (1983–2000),0,28,llama; reba,golgi apparatus; tweezer reprise; big black furry creature from mars,reba,679.523
1991-11-24_webster-hall-dartmouth-college,1991-11-24,webster-hall-dartmouth-college,1991,1.0 (1983–2000),0,20,the sloth; paul and silas,david bowie; golgi apparatus; rocky top,david bowie,1024.5254799999989
1991-11-30_the-capitol-theatre,1991-11-30,the-capitol-theatre,1991,1.0 (1983–2000),0,23,glide; llama,you enjoy myself; golgi apparatus; rocky top,you enjoy myself,1024.5254799999989
1991-12-04_e-glenn-giltz-auditorium-suny-plattsburgh,1991-12-04,e-glenn-giltz-auditorium-suny-plattsburgh,1991,1.0 (1983–2000),0,26,llama; reba,david bowie; golgi apparatus; suzy greenberg,david bowie,891.22
1991-12-05_greenfield-armory-castle,1991-12-05,greenfield-armory-castle,1991,1.0 (1983–2000),0,25,golgi apparatus; paul and silas,possum; tweezer reprise; cavern,it s ice,868.258
1991-12-06_mccullough-social-hall-mccullough-student-center-middlebury-college,1991-12-06,mccullough-social-hall-mccullough-student-center-middlebury-college,1991,1.0 (1983–2000),0,26,memories; foam,i didn t know; possum; rocky top,you enjoy myself,947.775
1991-12-07_the-music-hall,1991-12-07,the-music-hall,1991,1.0 (1983–2000),0,23,wilson; runaway jim,run like an antelope; harpua; golgi apparatus,terrapin,1024.5254799999989
1991-12-31_worcester-memorial-auditorium,1991-12-31,worcester-memorial-auditorium,1991,1.0 (1983–2000),1,30,possum; foam,golgi apparatus; run like an antelope; weekapaug groove; tweezer reprise,tweezer,792.947
1992-01-14_the-band-house,1992-01-14,the-band-house,1992,1.0 (1983–2000),0,12,maze; weigh,nicu,nicu,467.252
1992-03-06_the-music-hall,1992-03-06,the-music-hall,1992,1.0 (1983–2000),0,21,rift; cavern,david bowie; possum; sleeping monkey,david bowie,903.314
1992-03-07_the-music-hall,1992-03-07,the-music-hall,1992,1.0 (1983–2000),0,26,brother; my mind s got a mind of its own,run like an antelope; tweezer reprise; golgi apparatus,rift,796.735
1992-03-11_the-colonial-theatre,1992-03-11,the-colonial-theatre,1992,1.0 (1983–2000),0,27,suzy greenberg; my friend my friend,cavern; rocky top; sleeping monkey,cavern,822.753
1992-03-12_the-flynn-theatre,1992-03-12,the-flynn-theatre,1992,1.0 (1983–2000),0,27,runaway jim; foam,you enjoy myself; cavern; tweezer reprise,you enjoy myself,1125.956
1992-03-13_campus-club,1992-03-13,campus-club,1992,1.0 (1983–2000),0,29,the curtain; split open and melt,run like an antelope; possum; fire,fluffhead,884.741
1992-03-14_roseland-ballroom,1992-03-14,roseland-ballroom,1992,1.0 (1983–2000),0,27,runaway jim; cavern,weekapaug groove; possum; good times bad times,harry hood,802.978
1992-03-17_lisner-auditorium-george-washington-university,1992-03-17,lisner-auditorium-george-washington-university,1992,1.0 (1983–2000),0,26,buried alive; possum,run like an antelope; llama; sweet adeline,divided sky,743.001
1992-03-19_palace-theatre,1992-03-19,palace-theatre,1992,1.0 (1983–2000),0,27,the landlady; rift,david bowie; you enjoy myself; sweet adeline,stash,509.1
1992-03-20_broome-county-forum,1992-03-20,broome-county-forum,1992,1.0 (1983–2000),0,27,wilson; reba,run like an antelope; possum; fire,terrapin,956.63
1992-03-21_chestnut-cabaret,1992-03-21,chestnut-cabaret,1992,1.0 (1983–2000),0,27,the landlady; runaway jim,golgi apparatus; you enjoy myself; rocky top,cold as ice,1109.499
1992-03-22_cultural-center-auditorium,1992-03-22,cultural-center-auditorium,1992,1.0 (1983–2000),0,4,sparkle; all things reconsidered,the landlady,foam,451.866
1992-03-24_flood-zone,1992-03-24,flood-zone,1992,1.0 (1983–2000),0,28,stash; poor heart,david bowie; cavern; fire,harry hood,750.158
1992-03-25_trax,1992-03-25,trax,1992,1.0 (1983–2000),0,26,wilson; sparkle,run like an antelope; golgi apparatus; tweezer reprise,you enjoy myself,1083.037
1992-03-26_ziggy-s,1992-03-26,ziggy-s,1992,1.0 (1983–2000),0,28,the landlady; runaway jim,david bowie; possum; harpua,harpua,846.55
1992-03-27_1313-club,1992-03-27,1313-club,1992,1.0 (1983–2000),0,27,llama; reba,run like an antelope; golgi apparatus; sweet adeline,divided sky,780.774
1992-03-28_variety-playhouse,1992-03-28,variety-playhouse,1992,1.0 (1983–2000),0,18,runaway jim; foam,cavern; sweet adeline,david bowie,608.94
1992-03-30_mississippi-nights,1992-03-30,mississippi-nights,1992,1.0 (1983–2000),0,29,the landlady; llama,cavern; tweezer reprise; suzy greenberg,you enjoy myself,1070.08
1992-03-31_the-blue-note,1992-03-31,the-blue-note,1992,1.0 (1983–2000),0,27,wilson; divided sky,run like an antelope; possum; sweet adeline,stash,1125.956
1992-04-01_liberty-hall,1992-04-01,liberty-hall,1992,1.0 (1983–2000),0,29,golgi apparatus; foam,carolina; tweezer reprise; good times bad times,you enjoy myself,1101.74
1992-04-03_sawatch-hall-park-hyatt-beaver-creek,1992-04-03,sawatch-hall-park-hyatt-beaver-creek,1992,1.0 (1983–2000),0,21,the landlady; poor heart,golgi apparatus; suzy greenberg; rocky top,mound,1030.426
1992-04-04_balch-fieldhouse-university-of-colorado,1992-04-04,balch-fieldhouse-university-of-colorado,1992,1.0 (1983–2000),0,27,runaway jim; foam,run like an antelope; cavern; tweezer reprise,run like an antelope,786.077
1992-04-05_the-fox-theatre,1992-04-05,the-fox-theatre,1992,1.0 (1983–2000),0,27,llama; guelah papyrus,sweet adeline; runaway jim; rocky top,you enjoy myself,1125.956
1992-04-06_paul-wright-gym-western-state-college,1992-04-06,paul-wright-gym-western-state-college,1992,1.0 (1983–2000),0,26,suzy greenberg; foam,run like an antelope; cavern; big black furry creature from mars,run like an antelope,696.059
1992-04-07_fine-arts-auditorium-fort-lewis-college,1992-04-07,fine-arts-auditorium-fort-lewis-college,1992,1.0 (1983–2000),0,27,buried alive; possum,runaway jim; golgi apparatus; tweezer reprise,my friend my friend,1040.3
1992-04-08_el-rey-theater,1992-04-08,el-rey-theater,1992,1.0 (1983–2000),0,30,the landlady; sparkle,golgi apparatus; cavern; rocky top,david bowie,1082.149
1992-04-12_arizona-ballroom-university-of-arizona-student-union,1992-04-12,arizona-ballroom-university-of-arizona-student-union,1992,1.0 (1983–2000),0,26,suzy greenberg; poor heart,run like an antelope; cavern; rocky top,you enjoy myself,1063.21
1992-04-13_after-the-gold-rush,1992-04-13,after-the-gold-rush,1992,1.0 (1983–2000),0,26,golgi apparatus; uncle pen,david bowie; possum; fire,fluffhead,863.451
1992-04-15_variety-arts-center,1992-04-15,variety-arts-center,1992,1.0 (1983–2000),0,24,the oh kee pa ceremony; suzy greenberg,runaway jim; golgi apparatus; rocky top,you enjoy myself,1125.956
1992-04-16_anaconda-theatre,1992-04-16,anaconda-theatre,1992,1.0 (1983–2000),0,29,buried alive; possum,run like an antelope; suzy greenberg; sleeping monkey,fly famous mockingbird,746.266
1992-04-17_warfield-theatre,1992-04-17,warfield-theatre,1992,1.0 (1983–2000),0,24,runaway jim; foam,david bowie; tweezer reprise; golgi apparatus,cavern,847.673
1992-04-18_wilbur-field-stanford-university,1992-04-18,wilbur-field-stanford-university,1992,1.0 (1983–2000),0,34,wilson; divided sky,run like an antelope; rocky top; big black furry creature from mars,harry hood,820.741
1992-04-19_the-catalyst,1992-04-19,the-catalyst,1992,1.0 (1983–2000),0,28,buried alive; nicu,golgi apparatus; runaway jim; cavern,reba,702.903
1992-04-21_redwood-acres-fairgrounds,1992-04-21,redwood-acres-fairgrounds,1992,1.0 (1983–2000),0,30,suzy greenberg; uncle pen,david bowie; sweet adeline; cavern,tweezer,811.572
1992-04-22_hilton-ballroom,1992-04-22,hilton-ballroom,1992,1.0 (1983–2000),0,29,llama; foam,suzy greenberg; runaway jim; rocky top,wilson,1125.956
1992-04-23_oz-nightclub,1992-04-23,oz-nightclub,1992,1.0 (1983–2000),0,28,cavern; the curtain,possum; golgi apparatus; tweezer reprise,mike s song,937.691
1992-04-24_roseland-theater,1992-04-24,roseland-theater,1992,1.0 (1983–2000),0,29,runaway jim; colonel forbin s ascent,golgi apparatus; llama; big black furry creature from mars,the landlady,913.424
1992-04-25_campus-recreation-center-evergreen-college,1992-04-25,campus-recreation-center-evergreen-college,1992,1.0 (1983–2000),0,27,suzy greenberg; my friend my friend,run like an antelope; poor heart; cavern,you enjoy myself,1125.956
1992-04-29_first-avenue,1992-04-29,first-avenue,1992,1.0 (1983–2000),0,27,suzy greenberg; foam,david bowie; golgi apparatus; rocky top,secret language instructions,650.188
1992-04-30_barrymore-theatre,1992-04-30,barrymore-theatre,1992,1.0 (1983–2000),0,25,the curtain; split open and melt,run like an antelope; tweezer reprise; cavern,you enjoy myself,1057.123
1992-05-01_the-rave,1992-05-01,the-rave,1992,1.0 (1983–2000),0,30,suzy greenberg; my friend my friend,possum; golgi apparatus; rocky top,divided sky,786.364
1992-05-02_cabaret-metro,1992-05-02,cabaret-metro,1992,1.0 (1983–2000),0,26,runaway jim; colonel forbin s ascent,llama; cavern; big black furry creature from mars,foam,1125.956
1992-05-03_michigan-state-university-union-ballroom,1992-05-03,michigan-state-university-union-ballroom,1992,1.0 (1983–2000),0,30,the landlady; possum,runaway jim; suzy greenberg; tweezer reprise,silent in the morning,869.616
1992-05-05_bogart-s,1992-05-05,bogart-s,1992,1.0 (1983–2000),0,29,golgi apparatus; the curtain,run like an antelope; cavern; rocky top,divided sky,820.3885
1992-05-06_st-andrew-s-hall,1992-05-06,st-andrew-s-hall,1992,1.0 (1983–2000),0,27,llama; foam,cavern; golgi apparatus; good times bad times,shaggy dog,1125.956
1992-05-07_the-agora-theatre,1992-05-07,the-agora-theatre,1992,1.0 (1983–2000),0,27,suzy greenberg; poor heart,possum; tweezer reprise; rocky top,fluffhead,836.78
1992-05-08_the-riviera-theatre,1992-05-08,the-riviera-theatre,1992,1.0 (1983–2000),0,27,the curtain; cavern,memories; golgi apparatus; big black furry creature from mars,bouncing around the room,1125.956
1992-05-09_the-syracuse-armory,1992-05-09,the-syracuse-armory,1992,1.0 (1983–2000),0,23,runaway jim; foam,run like an antelope; golgi apparatus; tweezer reprise,tweezer,870.087
1992-05-10_campus-pond-university-of-massachusetts,1992-05-10,campus-pond-university-of-massachusetts,1992,1.0 (1983–2000),0,10,the landlady; suzy greenberg,possum,you enjoy myself,992.914
1992-05-12_st-lawrence-university,1992-05-12,st-lawrence-university,1992,1.0 (1983–2000),0,24,my sweet one; reba,david bowie; cavern; runaway jim,you enjoy myself,1125.956
1992-05-14_the-capitol-theatre,1992-05-14,the-capitol-theatre,1992,1.0 (1983–2000),0,33,suzy greenberg; all things reconsidered,run like an antelope; possum; rocky top,run like an antelope,1125.956
1992-05-15_lonestar-roadhouse,1992-05-15,lonestar-roadhouse,1992,1.0 (1983–2000),0,13,golgi apparatus; foam,rocky top,you enjoy myself,1063.21
1992-05-16_the-orpheum-theatre,1992-05-16,the-orpheum-theatre,1992,1.0 (1983–2000),0,28,maze; foam,david bowie; tweezer reprise; suzy greenberg,you enjoy myself,1092.78
1992-05-17_achilles-rink-union-college,1992-05-17,achilles-rink-union-college,1992,1.0 (1983–2000),0,26,the landlady; llama,chalk dust torture; cavern; good times bad times,possum,840.594
1992-05-18_the-flynn-theatre,1992-05-18,the-flynn-theatre,1992,1.0 (1983–2000),0,26,suzy greenberg; maze,run like an antelope; runaway jim; rocky top,divided sky,877.375
1992-06-19_stadtpark,1992-06-19,stadtpark,1992,1.0 (1983–2000),0,7,the landlady; suzy greenberg,you enjoy myself,you enjoy myself,813.27
1992-06-20_waldbuhne,1992-06-20,waldbuhne,1992,1.0 (1983–2000),0,10,buried alive; bouncing around the room,llama,it s ice,498.442
1992-06-23_philipshalle,1992-06-23,philipshalle,1992,1.0 (1983–2000),0,8,chalk dust torture; reba,golgi apparatus,reba,662.361
1992-06-24_resi,1992-06-24,resi,1992,1.0 (1983–2000),0,9,runaway jim; llama,rocky top,llama,417.855
1992-06-28_roskilde-festival,1992-06-28,roskilde-festival,1992,1.0 (1983–2000),0,12,runaway jim; foam,david bowie; good times bad times,david bowie,754.129
1992-06-30_elysee-montmartre,1992-06-30,elysee-montmartre,1992,1.0 (1983–2000),0,6,golgi apparatus; divided sky,you enjoy myself,you enjoy myself,1063.21
1992-07-01_ancienne-belgique,1992-07-01,ancienne-belgique,1992,1.0 (1983–2000),0,7,the curtain; cavern,rocky top,split open and melt,624.039
1992-07-03_brixton-academy,1992-07-03,brixton-academy,1992,1.0 (1983–2000),0,10,runaway jim; foam,weekapaug groove,maze,608.209
1992-07-09_cumberland-county-civic-center,1992-07-09,cumberland-county-civic-center,1992,1.0 (1983–2000),0,14,glide; the oh kee pa ceremony,glide; rocky top,vacuum solo,870.034
1992-07-10_empire-court,1992-07-10,empire-court,1992,1.0 (1983–2000),0,12,bouncing around the room; llama,run like an antelope; my sweet one,reba,708.389
1992-07-11_garden-state-arts-center,1992-07-11,garden-state-arts-center,1992,1.0 (1983–2000),0,11,the landlady; runaway jim,suzy greenberg,cavern,1003.651
1992-07-12_jones-beach-amphitheater,1992-07-12,jones-beach-amphitheater,1992,1.0 (1983–2000),0,11,sweet adeline; chalk dust torture,possum,fluffhead,879.151
1992-07-14_the-boathouse,1992-07-14,the-boathouse,1992,1.0 (1983–2000),0,24,the landlady; rift,cavern; tweezer reprise; sleeping monkey,paul and silas,1125.956
1992-07-15_trax,1992-07-15,trax,1992,1.0 (1983–2000),0,24,glide; the oh kee pa ceremony,run like an antelope; golgi apparatus; possum,divided sky,750.942
1992-07-16_flood-zone,1992-07-16,flood-zone,1992,1.0 (1983–2000),0,26,poor heart; it s ice,david bowie; weekapaug groove; the squirming coil,fluffhead,850.312
1992-07-17_merriweather-post-pavilion,1992-07-17,merriweather-post-pavilion,1992,1.0 (1983–2000),0,7,chalk dust torture; sparkle,runaway jim,stash,669.1
1992-07-18_the-mann-center-for-the-performing-arts,1992-07-18,the-mann-center-for-the-performing-arts,1992,1.0 (1983–2000),0,6,suzy greenberg; foam,run like an antelope,reba,747.076
1992-07-19_garden-state-arts-center,1992-07-19,garden-state-arts-center,1992,1.0 (1983–2000),0,5,poor heart; maze,sweet adeline,david bowie,628.428
1992-07-21_great-woods-center-for-the-performing-arts,1992-07-21,great-woods-center-for-the-performing-arts,1992,1.0 (1983–2000),0,7,all things reconsidered; possum,runaway jim,stash,534.648
1992-07-22_holman-stadium,1992-07-22,holman-stadium,1992,1.0 (1983–2000),0,7,reba; poor heart,david bowie,reba,747.076
1992-07-23_mtv-studios,1992-07-23,mtv-studios,1992,1.0 (1983–2000),0,13,the landlady; buried alive,divided sky,you enjoy myself,1063.21
1992-07-24_jones-beach-amphitheater,1992-07-24,jones-beach-amphitheater,1992,1.0 (1983–2000),0,6,my sweet one; foam,tweezer reprise,you enjoy myself,1023.672
1992-07-25_stowe-performing-arts-center,1992-07-25,stowe-performing-arts-center,1992,1.0 (1983–2000),0,8,runaway jim; foam,funky bitch,you enjoy myself,989.518
1992-07-26_big-birch-concert-pavilion,1992-07-26,big-birch-concert-pavilion,1992,1.0 (1983–2000),0,7,chalk dust torture; it s ice,llama,divided sky,820.3885
1992-07-27_saratoga-performing-arts-center,1992-07-27,saratoga-performing-arts-center,1992,1.0 (1983–2000),0,8,golgi apparatus; all things reconsidered,rocky top,david bowie,733.936
1992-07-28_finger-lakes-performing-arts-center,1992-07-28,finger-lakes-performing-arts-center,1992,1.0 (1983–2000),0,6,chalk dust torture; bouncing around the room,runaway jim,tweezer,702.733
1992-07-30_meadow-brook-music-festival,1992-07-30,meadow-brook-music-festival,1992,1.0 (1983–2000),0,8,rift; horn,possum,possum,592.927
1992-07-31_blossom-music-center,1992-07-31,blossom-music-center,1992,1.0 (1983–2000),0,6,suzy greenberg; chalk dust torture,good times bad times,you enjoy myself,1063.21
1992-08-01_poplar-creek-music-center,1992-08-01,poplar-creek-music-center,1992,1.0 (1983–2000),0,8,golgi apparatus; foam,llama,stash,538.096
1992-08-02_riverport-amphitheater,1992-08-02,riverport-amphitheater,1992,1.0 (1983–2000),0,9,chalk dust torture; guelah papyrus,rocky top,david bowie,715.677
1992-08-13_greek-theatre,1992-08-13,greek-theatre,1992,1.0 (1983–2000),0,3,chalk dust torture; foam,you enjoy myself,you enjoy myself,987.638
1992-08-14_greek-theatre,1992-08-14,greek-theatre,1992,1.0 (1983–2000),0,5,poor heart; stash,sweet adeline,stash,555.598
1992-08-15_greek-theatre,1992-08-15,greek-theatre,1992,1.0 (1983–2000),0,5,the landlady; sparkle,runaway jim,maze,450.56
1992-08-17_the-coach-house,1992-08-17,the-coach-house,1992,1.0 (1983–2000),0,26,buried alive; poor heart,david bowie; cavern; the squirming coil,david bowie,778.188
1992-08-19_pima-county-fairgrounds,1992-08-19,pima-county-fairgrounds,1992,1.0 (1983–2000),0,7,chalk dust torture; the landlady,llama,you enjoy myself,1032.411
1992-08-20_pan-american-center,1992-08-20,pan-american-center,1992,1.0 (1983–2000),0,6,golgi apparatus; foam,sweet adeline,david bowie,743.6279999999999
1992-08-23_colorado-state-fair-pueblo-state-fairgrounds,1992-08-23,colorado-state-fair-pueblo-state-fairgrounds,1992,1.0 (1983–2000),0,8,chalk dust torture; stash,llama,stash,669.1
1992-08-24_gerald-ford-amphitheater,1992-08-24,gerald-ford-amphitheater,1992,1.0 (1983–2000),0,7,buried alive; poor heart,you enjoy myself,you enjoy myself,1063.21
1992-08-25_the-downs,1992-08-25,the-downs,1992,1.0 (1983–2000),0,7,runaway jim; it s ice,sweet adeline,stash,536.529
1992-08-27_santa-barbara-bowl,1992-08-27,santa-barbara-bowl,1992,1.0 (1983–2000),0,7,chalk dust torture; bouncing around the room,llama,you enjoy myself,1035.984
1992-08-28_concord-pavilion,1992-08-28,concord-pavilion,1992,1.0 (1983–2000),0,7,poor heart; foam,rocky top,stash,669.1
1992-08-29_shoreline-amphitheatre,1992-08-29,shoreline-amphitheatre,1992,1.0 (1983–2000),0,5,chalk dust torture; rift,you enjoy myself,you enjoy myself,1041.998
1992-08-30_cal-expo-amphitheater,1992-08-30,cal-expo-amphitheater,1992,1.0 (1983–2000),0,7,uncle pen; the landlady,sweet adeline,run like an antelope,776.673
1992-10-30_boston-garden,1992-10-30,boston-garden,1992,1.0 (1983–2000),0,11,runaway jim; maze,you enjoy myself,stash,996.833
1992-11-19_ross-arena-st-michael-s-college,1992-11-19,ross-arena-st-michael-s-college,1992,1.0 (1983–2000),0,30,maze; fee,run like an antelope; cavern; bold as love,tweezer,1121.411
1992-11-20_palace-theatre,1992-11-20,palace-theatre,1992,1.0 (1983–2000),0,26,axilla; all things reconsidered,david bowie; self; good times bad times,fluffhead,1125.956
1992-11-21_pritchard-gym-sb-sports-complex-suny-stony-brook,1992-11-21,pritchard-gym-sb-sports-complex-suny-stony-brook,1992,1.0 (1983–2000),0,30,the landlady; runaway jim,possum; llama; big black furry creature from mars,colonel forbin s ascent,765.989
1992-11-22_bailey-hall-cornell-university,1992-11-22,bailey-hall-cornell-university,1992,1.0 (1983–2000),0,25,buried alive; the oh kee pa ceremony,run like an antelope; golgi apparatus; tweezer reprise,faht,1125.956
1992-11-23_broome-county-forum,1992-11-23,broome-county-forum,1992,1.0 (1983–2000),0,30,runaway jim; foam,david bowie; cavern; rocky top,divided sky,841.247
1992-11-25_keswick-theatre,1992-11-25,keswick-theatre,1992,1.0 (1983–2000),0,25,buried alive; poor heart,run like an antelope; tweezer reprise; carolina,foam,1125.956
1992-11-27_the-capitol-theatre,1992-11-27,the-capitol-theatre,1992,1.0 (1983–2000),0,26,rift; wilson,runaway jim; cavern; bold as love,divided sky,1005.113
1992-11-28_the-capitol-theatre,1992-11-28,the-capitol-theatre,1992,1.0 (1983–2000),0,27,my sweet one; foam,weekapaug groove; golgi apparatus; tweezer reprise,hold your head up,823.954
1992-11-30_metropol,1992-11-30,metropol,1992,1.0 (1983–2000),0,25,llama; foam,run like an antelope; cavern; fire,you enjoy myself,1125.956
1992-12-01_livingston-gymnasium-denison-university,1992-12-01,livingston-gymnasium-denison-university,1992,1.0 (1983–2000),0,27,the landlady; my sweet one,weekapaug groove; david bowie; good times bad times,fluffhead,869.616
1992-12-02_newport-music-hall,1992-12-02,newport-music-hall,1992,1.0 (1983–2000),0,25,suzy greenberg; foam,you enjoy myself; runaway jim; rocky top,you enjoy myself,1125.956
1992-12-03_bogart-s,1992-12-03,bogart-s,1992,1.0 (1983–2000),0,28,maze; fee,run like an antelope; cavern; bold as love,sweet adeline,914.26
1992-12-04_mississippi-nights,1992-12-04,mississippi-nights,1992,1.0 (1983–2000),0,25,llama; foam,cavern; you enjoy myself; rocky top,colonel forbin s ascent,1125.956
1992-12-05_the-vic-theatre,1992-12-05,the-vic-theatre,1992,1.0 (1983–2000),0,29,the landlady; chalk dust torture,golgi apparatus; tweezer reprise; good times bad times,reba,868.754
1992-12-06_the-vic-theatre,1992-12-06,the-vic-theatre,1992,1.0 (1983–2000),0,26,runaway jim; foam,run like an antelope; cavern; possum,bathtub gin,1125.956
1992-12-07_first-avenue,1992-12-07,first-avenue,1992,1.0 (1983–2000),0,27,axilla; poor heart,you enjoy myself; sweet adeline; runaway jim,you enjoy myself,1125.956
1992-12-08_barrymore-theatre,1992-12-08,barrymore-theatre,1992,1.0 (1983–2000),0,29,rift; wilson,stash; sleeping monkey; fire,mound,842.318
1992-12-10_state-theater,1992-12-10,state-theater,1992,1.0 (1983–2000),0,28,golgi apparatus; llama,cavern; suzy greenberg; tweezer reprise,you enjoy myself,1125.956
1992-12-11_michigan-theater,1992-12-11,michigan-theater,1992,1.0 (1983–2000),0,26,runaway jim; it s ice,david bowie; possum; good times bad times,david bowie,929.959
1992-12-12_the-spectrum,1992-12-12,the-spectrum,1992,1.0 (1983–2000),0,25,llama; foam,run like an antelope; golgi apparatus; tweezer reprise,you enjoy myself,1057.62
1992-12-13_le-spectrum,1992-12-13,le-spectrum,1992,1.0 (1983–2000),0,29,buried alive; wilson,david bowie; cavern; rocky top,the man who stepped into yesterday,826.436
1992-12-28_palace-theatre,1992-12-28,palace-theatre,1992,1.0 (1983–2000),0,24,maze; sparkle,run like an antelope; cavern; fire,you enjoy myself,1125.956
1992-12-29_palace-theatre,1992-12-29,palace-theatre,1992,1.0 (1983–2000),0,32,funky bitch; runaway jim,suzy greenberg; tweezer reprise; rocky top,divided sky,850.599
1992-12-30_symphony-hall,1992-12-30,symphony-hall,1992,1.0 (1983–2000),0,30,the landlady; sparkle,david bowie; llama; sweet adeline,axilla,1091.03
1992-12-31_matthews-arena-northeastern-university,1992-12-31,matthews-arena-northeastern-university,1992,1.0 (1983–2000),1,32,buried alive; poor heart,run like an antelope; good times bad times; llama; fire,weekapaug groove,1125.956
1993-01-28_hard-rock-cafe,1993-01-28,hard-rock-cafe,1993,1.0 (1983–2000),0,1,amazing grace,amazing grace,amazing grace,123.16749999999999
1993-02-03_portland-expo,1993-02-03,portland-expo,1993,1.0 (1983–2000),0,27,loving cup; rift,david bowie; possum; tweezer reprise,you enjoy myself,1268.637
1993-02-04_providence-performing-arts-center,1993-02-04,providence-performing-arts-center,1993,1.0 (1983–2000),0,28,axilla; foam,run like an antelope; cavern; good times bad times,harry hood,758.988
1993-02-05_roseland-ballroom,1993-02-05,roseland-ballroom,1993,1.0 (1983–2000),0,26,llama; guelah papyrus,david bowie; tweezer reprise; loving cup,paul and silas,1207.771
1993-02-06_roseland-ballroom,1993-02-06,roseland-ballroom,1993,1.0 (1983–2000),0,27,golgi apparatus; foam,run like an antelope; possum; fire,divided sky,837.799
1993-02-07_lisner-auditorium-george-washington-university,1993-02-07,lisner-auditorium-george-washington-university,1993,1.0 (1983–2000),0,26,suzy greenberg; buried alive,runaway jim; tweezer reprise; big black furry creature from mars,you enjoy myself,1285.9404000000002
1993-02-09_auditorium-theatre,1993-02-09,auditorium-theatre,1993,1.0 (1983–2000),0,25,david bowie; bouncing around the room,golgi apparatus; amazing grace; rocky top,david bowie,770.821
1993-02-10_smith-opera-house,1993-02-10,smith-opera-house,1993,1.0 (1983–2000),0,27,loving cup; foam,run like an antelope; possum; tweezer reprise,sparkle,1197.192
1993-02-11_haas-center-for-the-arts,1993-02-11,haas-center-for-the-arts,1993,1.0 (1983–2000),0,26,suzy greenberg; buried alive,david bowie; cavern; amazing grace,david bowie,909.636
1993-02-12_mid-hudson-civic-center,1993-02-12,mid-hudson-civic-center,1993,1.0 (1983–2000),0,26,golgi apparatus; maze,run like an antelope; harpua; good times bad times,you enjoy myself,1197.688
1993-02-13_bob-carpenter-center-university-of-delaware,1993-02-13,bob-carpenter-center-university-of-delaware,1993,1.0 (1983–2000),0,25,david bowie; bouncing around the room,golgi apparatus; cavern; tweezer reprise,you enjoy myself,1252.911
1993-02-15_memorial-hall-university-of-north-carolina,1993-02-15,memorial-hall-university-of-north-carolina,1993,1.0 (1983–2000),0,27,amazing grace; suzy greenberg,run like an antelope; llama; fire,divided sky,804.702
1993-02-17_benton-convention-center,1993-02-17,benton-convention-center,1993,1.0 (1983–2000),0,26,buried alive; possum,golgi apparatus; the squirming coil; good times bad times,hold your head up,1285.9404000000002
1993-02-18_electric-ballroom,1993-02-18,electric-ballroom,1993,1.0 (1983–2000),0,22,chalk dust torture; guelah papyrus,run like an antelope; rocky top,reba,801.672
1993-02-19_roxy-theatre,1993-02-19,roxy-theatre,1993,1.0 (1983–2000),0,28,loving cup; rift,david bowie; amazing grace; ac dc bag,paul and silas,1275.402
1993-02-20_roxy-theatre,1993-02-20,roxy-theatre,1993,1.0 (1983–2000),0,37,golgi apparatus; foam,cavern; tweezer reprise; sleeping monkey,fluffhead,863.687
